customer_id,gender,age,city,join_date,customer_segment
1406,Female,22,Birmingham,2024-02-23,Basic
1407,Male,46,Manchester,2021-04-17,Standard
1408,Male,64,Manchester,2022-10-30,Premium
1409,Female,21,Bristol,2023-11-29,Premium
1410,Male,29,London,2020-10-28,Standard
1411,Male,62,Birmingham,2020-08-18,Standard
1412,Female,19,Birmingham,2024-10-20,Standard
1413,Female,44,Bristol,2022-07-11,Standard
1414,Female,48,Liverpool,2022-12-25,Standard
1415,Female,53,Liverpool,2022-07-25,Standard
1416,Male,53,London,2020-04-21,Standard
1417,Male,43,London,2022-11-02,Basic
1418,Male,60,Leeds,2023-11-17,Premium
1419,Female,44,Bristol,2021-05-14,Standard
1420,Female,22,Liverpool,2022-07-20,Standard
1421,Female,37,Manchester,2021-08-20,Standard
1422,Female,28,Birmingham,2020-08-21,Basic
1423,Male,27,London,2021-08-24,Standard
1424,Male,57,Birmingham,2020-11-09,Basic
1425,Male,55,Birmingham,2021-07-19,Premium
1426,Female,23,Leeds,2022-11-01,Premium
1427,Male,25,Liverpool,2020-07-27,Basic
1428,Female,40,London,2022-11-03,Standard
1429,Male,64,Birmingham,2024-07-14,Standard
1430,Male,43,London,2023-12-12,Premium
1431,Male,63,Manchester,2023-12-31,Premium
1432,Female,60,Leeds,2023-11-01,Basic
1433,Female,29,Manchester,2022-11-09,Premium
1434,Male,43,London,2021-08-09,Standard
1435,Male,30,London,2024-11-13,Standard
1436,Female,57,Liverpool,2024-10-24,Standard
1437,Male,35,Birmingham,2022-10-11,Premium
1438,Female,42,Birmingham,2022-12-29,Standard
1439,Female,50,Manchester,2023-05-19,Premium
1440,Male,64,Leeds,2023-01-29,Basic
1441,Male,57,Bristol,2021-11-28,Standard
1442,Female,60,Birmingham,2020-05-11,Standard
1443,Male,29,Liverpool,2024-07-04,Basic
1444,Male,61,Manchester,2023-11-05,Standard
1445,Female,53,Manchester,2023-03-01,Standard
1446,Female,21,Bristol,2022-11-09,Standard
1447,Female,22,Liverpool,2021-06-19,Standard
1448,Female,54,Leeds,2022-10-10,Standard
1449,Male,25,Liverpool,2020-08-14,Basic
1450,Male,59,Leeds,2023-03-23,Standard
1451,Female,45,Liverpool,2024-10-31,Standard
1452,Female,48,Liverpool,2024-02-01,Basic
1453,Male,26,London,2022-04-01,Standard
1454,Female,46,Manchester,2022-05-20,Premium
1455,Male,31,Liverpool,2021-02-08,Standard
1456,Male,57,Bristol,2020-07-20,Basic
1457,Male,58,Liverpool,2020-02-07,Premium
1458,Male,39,Birmingham,2022-07-30,Standard
1459,Male,28,Manchester,2024-11-30,Standard
1460,Male,40,Birmingham,2020-07-06,Standard
1461,Male,18,Manchester,2022-12-16,Premium
1462,Female,63,Birmingham,2022-07-29,Standard
1463,Female,54,Liverpool,2022-11-09,Basic
1464,Female,38,Liverpool,2020-09-29,Standard
1465,Female,43,London,2023-02-16,Standard
1466,Male,63,Bristol,2021-08-05,Basic
1467,Male,53,Birmingham,2021-05-30,Basic
1468,Female,40,Leeds,2023-05-29,Standard
1469,Male,18,London,2021-06-09,Standard
1470,Female,57,Birmingham,2024-03-18,Premium
1471,Male,32,Birmingham,2024-10-17,Basic
1472,Female,38,London,2024-10-30,Basic
1473,Male,64,Liverpool,2020-12-01,Standard
1474,Female,26,Birmingham,2021-11-28,Basic
1475,Female,26,Liverpool,2022-12-14,Standard
1476,Female,27,London,2021-05-14,Standard
1477,Male,43,Liverpool,2022-06-18,Premium
1478,Female,58,Manchester,2022-02-04,Basic
1479,Female,52,Leeds,2021-06-19,Premium
1480,Female,42,Birmingham,2020-06-10,Basic
1481,Female,43,Bristol,2024-08-20,Basic
1482,Female,28,Leeds,2021-08-16,Basic
1483,Male,55,Liverpool,2020-06-07,Premium
1484,Female,19,Birmingham,2023-04-26,Standard
1485,Female,24,Liverpool,2020-02-29,Standard
1486,Female,35,Manchester,2022-07-03,Standard
1487,Male,44,London,2023-09-04,Premium
1488,Male,51,Birmingham,2020-07-29,Basic
1489,Female,44,Manchester,2021-02-09,Standard
1490,Female,34,Manchester,2021-10-25,Standard
1491,Male,60,Birmingham,2023-02-06,Standard
1492,Female,61,Liverpool,2023-01-04,Standard
1493,Male,41,Bristol,2021-06-25,Standard
1494,Male,42,Manchester,2023-08-30,Standard
1495,Male,24,Leeds,2022-09-24,Basic
1496,Male,23,Manchester,2023-02-14,Standard
1497,Female,41,Bristol,2022-07-15,Basic
1498,Male,50,Liverpool,2022-05-17,Basic
1499,Female,46,Liverpool,2024-09-23,Standard
1500,Female,60,Leeds,2020-01-19,Basic
