transaction_id,customer_id,transaction_date,amount
3137,1003,2024-12-01,30
3138,1003,2025-01-01,30
3139,1004,2024-01-01,20
3140,1004,2024-02-01,20
3141,1004,2024-03-01,20
3142,1004,2024-04-01,20
3143,1004,2024-05-01,20
3144,1004,2024-06-01,20
3145,1004,2024-07-01,20
3146,1004,2024-08-01,20
3147,1004,2024-09-01,20
3148,1004,2024-10-01,20
3149,1004,2024-11-01,20
3150,1004,2024-12-01,20
3151,1004,2025-01-01,20
3152,1005,2025-01-01,30
3153,1006,2023-04-01,30
3154,1006,2023-05-01,30
3155,1006,2023-06-01,30
3156,1006,2023-07-01,30
3157,1006,2023-08-01,30
3158,1006,2023-09-01,30
3159,1006,2023-10-01,30
3160,1006,2023-11-01,30
3161,1006,2023-12-01,30
3162,1006,2024-01-01,30
3163,1006,2024-02-01,30
3164,1006,2024-03-01,30
3165,1006,2024-04-01,30
3166,1006,2024-05-01,30
3167,1006,2024-06-01,30
3168,1006,2024-07-01,30
3169,1006,2024-08-01,30
3170,1006,2024-09-01,30
3171,1006,2024-10-01,30
3172,1006,2024-11-01,30
3173,1006,2024-12-01,30
3174,1006,2025-01-01,30
3175,1007,2023-06-01,30
3176,1007,2023-07-01,30
3177,1007,2023-08-01,30
3178,1007,2023-09-01,30
3179,1007,2023-10-01,30
3180,1007,2023-11-01,30
3181,1007,2023-12-01,30
3182,1007,2024-01-01,30
3183,1007,2024-02-01,30
3184,1007,2024-03-01,30
3185,1007,2024-04-01,30
3186,1007,2024-05-01,30
3187,1007,2024-06-01,30
3188,1007,2024-07-01,30
3189,1007,2024-08-01,30
3190,1007,2024-09-01,30
3191,1007,2024-10-01,30
3192,1007,2024-11-01,30
3193,1007,2024-12-01,30
3194,1007,2025-01-01,30
3195,1008,2024-09-01,30
3196,1008,2024-10-01,30
3197,1008,2024-11-01,30
3198,1008,2024-12-01,30
3199,1008,2025-01-01,30
3200,1009,2024-02-01,20
3201,1009,2024-03-01,20
3202,1009,2024-04-01,20
3203,1009,2024-05-01,20
3204,1009,2024-06-01,20
3205,1009,2024-07-01,20
3206,1009,2024-08-01,20
3207,1009,2024-09-01,20
3208,1009,2024-10-01,20
3209,1009,2024-11-01,20
3210,1009,2024-12-01,20
3211,1009,2025-01-01,20
3212,1010,2020-06-01,50
3213,1010,2020-07-01,50
3214,1010,2020-08-01,50
3215,1010,2020-09-01,50
3216,1010,2020-10-01,50
3217,1010,2020-11-01,50
3218,1010,2020-12-01,50
3219,1010,2021-01-01,50
3220,1010,2021-02-01,50
3221,1010,2021-03-01,50
3222,1010,2021-04-01,50
3223,1010,2021-05-01,50
3224,1010,2021-06-01,50
3225,1010,2021-07-01,50
3226,1010,2021-08-01,50
3227,1010,2021-09-01,50
3228,1010,2021-10-01,50
3229,1011,2023-01-01,20
3230,1011,2023-02-01,20
3231,1011,2023-03-01,20
3232,1011,2023-04-01,20
3233,1011,2023-05-01,20
3234,1011,2023-06-01,20
3235,1011,2023-07-01,20
3236,1011,2023-08-01,20
3237,1011,2023-09-01,20
3238,1011,2023-10-01,20
3239,1011,2023-11-01,20
3240,1011,2023-12-01,20
3241,1011,2024-01-01,20
3242,1011,2024-02-01,20
3243,1011,2024-03-01,20
3244,1011,2024-04-01,20
3245,1011,2024-05-01,20
3246,1011,2024-06-01,20
3247,1011,2024-07-01,20
3248,1011,2024-08-01,20
3249,1011,2024-09-01,20
3250,1011,2024-10-01,20
3251,1011,2024-11-01,20
3252,1011,2024-12-01,20
3253,1011,2025-01-01,20
3254,1012,2022-11-01,30
3255,1012,2022-12-01,30
3256,1012,2023-01-01,30
3257,1012,2023-02-01,30
3258,1012,2023-03-01,30
3259,1012,2023-04-01,30
3260,1012,2023-05-01,30
3261,1012,2023-06-01,30
3262,1012,2023-07-01,30
3263,1012,2023-08-01,30
3264,1012,2023-09-01,30
3265,1012,2023-10-01,30
3266,1012,2023-11-01,30
3267,1012,2023-12-01,30
3268,1012,2024-01-01,30
3269,1012,2024-02-01,30
3270,1012,2024-03-01,30
3271,1012,2024-04-01,30
3272,1012,2024-05-01,30
3273,1012,2024-06-01,30
3274,1012,2024-07-01,30
3275,1012,2024-08-01,30
3276,1012,2024-09-01,30
3277,1012,2024-10-01,30
3278,1012,2024-11-01,30
3279,1012,2024-12-01,30
3280,1012,2025-01-01,30
3281,1013,2022-09-01,20
3282,1013,2022-10-01,20
3283,1013,2022-11-01,20
3284,1013,2022-12-01,20
3285,1013,2023-01-01,20
3286,1013,2023-02-01,20
3287,1013,2023-03-01,20
3288,1013,2023-04-01,20
3289,1013,2023-05-01,20
3290,1013,2023-06-01,20
3291,1013,2023-07-01,20
3292,1013,2023-08-01,20
3293,1013,2023-09-01,20
3294,1014,2024-04-01,30
3295,1014,2024-05-01,30
3296,1014,2024-06-01,30
3297,1014,2024-07-01,30
3298,1014,2024-08-01,30
3299,1014,2024-09-01,30
3300,1014,2024-10-01,30
3301,1014,2024-11-01,30
3302,1014,2024-12-01,30
3303,1014,2025-01-01,30
3304,1015,2020-04-01,30
3305,1015,2020-05-01,30
3306,1015,2020-06-01,30
3307,1015,2020-07-01,30
3308,1015,2020-08-01,30
3309,1015,2020-09-01,30
3310,1015,2020-10-01,30
3311,1015,2020-11-01,30
3312,1015,2020-12-01,30
3313,1015,2021-01-01,30
3314,1015,2021-02-01,30
3315,1015,2021-03-01,30
3316,1015,2021-04-01,30
3317,1015,2021-05-01,30
3318,1015,2021-06-01,30
3319,1015,2021-07-01,30
3320,1015,2021-08-01,30
3321,1015,2021-09-01,30
3322,1015,2021-10-01,30
3323,1015,2021-11-01,30
3324,1015,2021-12-01,30
3325,1015,2022-01-01,30
3326,1015,2022-02-01,30
3327,1015,2022-03-01,30
3328,1015,2022-04-01,30
3329,1015,2022-05-01,30
3330,1015,2022-06-01,30
3331,1015,2022-07-01,30
3332,1015,2022-08-01,30
3333,1015,2022-09-01,30
3334,1015,2022-10-01,30
3335,1015,2022-11-01,30
3336,1015,2022-12-01,30
3337,1015,2023-01-01,30
3338,1015,2023-02-01,30
3339,1015,2023-03-01,30
3340,1015,2023-04-01,30
3341,1015,2023-05-01,30
3342,1015,2023-06-01,30
3343,1015,2023-07-01,30
3344,1015,2023-08-01,30
3345,1015,2023-09-01,30
3346,1015,2023-10-01,30
3347,1015,2023-11-01,30
3348,1015,2023-12-01,30
3349,1015,2024-01-01,30
3350,1015,2024-02-01,30
3351,1015,2024-03-01,30
3352,1015,2024-04-01,30
3353,1015,2024-05-01,30
3354,1015,2024-06-01,30
3355,1015,2024-07-01,30
3356,1015,2024-08-01,30
3357,1015,2024-09-01,30
3358,1015,2024-10-01,30
3359,1015,2024-11-01,30
3360,1015,2024-12-01,30
3361,1015,2025-01-01,30
3362,1016,2021-03-01,20
3363,1016,2021-04-01,20
3364,1016,2021-05-01,20
3365,1016,2021-06-01,20
3366,1016,2021-07-01,20
3367,1016,2021-08-01,20
3368,1016,2021-09-01,20
3369,1016,2021-10-01,20
3370,1016,2021-11-01,20
3371,1016,2021-12-01,20
3372,1017,2023-12-01,50
3373,1017,2024-01-01,50
3374,1017,2024-02-01,50
3375,1017,2024-03-01,50
3376,1017,2024-04-01,50
3377,1017,2024-05-01,50
3378,1017,2024-06-01,50
3379,1017,2024-07-01,50
3380,1017,2024-08-01,50
3381,1017,2024-09-01,50
3382,1017,2024-10-01,50
3383,1017,2024-11-01,50
3384,1017,2024-12-01,50
3385,1017,2025-01-01,50
3386,1018,2024-09-01,20
3387,1018,2024-10-01,20
3388,1018,2024-11-01,20
3389,1018,2024-12-01,20
3390,1018,2025-01-01,20
3391,1019,2021-08-01,30
3392,1019,2021-09-01,30
3393,1019,2021-10-01,30
3394,1019,2021-11-01,30
3395,1019,2021-12-01,30
3396,1019,2022-01-01,30
3397,1019,2022-02-01,30
3398,1019,2022-03-01,30
3399,1019,2022-04-01,30
3400,1019,2022-05-01,30
3401,1019,2022-06-01,30
3402,1019,2022-07-01,30
3403,1019,2022-08-01,30
3404,1019,2022-09-01,30
3405,1019,2022-10-01,30
3406,1019,2022-11-01,30
3407,1019,2022-12-01,30
3408,1019,2023-01-01,30
3409,1019,2023-02-01,30
3410,1019,2023-03-01,30
3411,1019,2023-04-01,30
3412,1019,2023-05-01,30
3413,1019,2023-06-01,30
3414,1020,2022-06-01,50
3415,1020,2022-07-01,50
3416,1020,2022-08-01,50
3417,1020,2022-09-01,50
3418,1020,2022-10-01,50
3419,1020,2022-11-01,50
3420,1020,2022-12-01,50
3421,1020,2023-01-01,50
3422,1020,2023-02-01,50
3423,1020,2023-03-01,50
3424,1020,2023-04-01,50
3425,1020,2023-05-01,50
3426,1020,2023-06-01,50
3427,1020,2023-07-01,50
3428,1020,2023-08-01,50
3429,1020,2023-09-01,50
3430,1020,2023-10-01,50
3431,1020,2023-11-01,50
3432,1020,2023-12-01,50
3433,1020,2024-01-01,50
3434,1020,2024-02-01,50
3435,1020,2024-03-01,50
3436,1020,2024-04-01,50
3437,1020,2024-05-01,50
3438,1020,2024-06-01,50
3439,1020,2024-07-01,50
3440,1020,2024-08-01,50
3441,1020,2024-09-01,50
3442,1020,2024-10-01,50
3443,1020,2024-11-01,50
3444,1020,2024-12-01,50
3445,1020,2025-01-01,50
3446,1021,2020-06-01,30
3447,1021,2020-07-01,30
3448,1021,2020-08-01,30
3449,1021,2020-09-01,30
3450,1021,2020-10-01,30
3451,1021,2020-11-01,30
3452,1021,2020-12-01,30
3453,1021,2021-01-01,30
3454,1021,2021-02-01,30
3455,1021,2021-03-01,30
3456,1021,2021-04-01,30
3457,1021,2021-05-01,30
3458,1021,2021-06-01,30
3459,1021,2021-07-01,30
3460,1021,2021-08-01,30
3461,1021,2021-09-01,30
3462,1021,2021-10-01,30
3463,1021,2021-11-01,30
3464,1021,2021-12-01,30
3465,1021,2022-01-01,30
3466,1021,2022-02-01,30
3467,1021,2022-03-01,30
3468,1021,2022-04-01,30
3469,1021,2022-05-01,30
3470,1021,2022-06-01,30
3471,1021,2022-07-01,30
3472,1021,2022-08-01,30
3473,1021,2022-09-01,30
3474,1021,2022-10-01,30
3475,1021,2022-11-01,30
3476,1021,2022-12-01,30
3477,1021,2023-01-01,30
3478,1021,2023-02-01,30
3479,1021,2023-03-01,30
3480,1021,2023-04-01,30
3481,1021,2023-05-01,30
3482,1021,2023-06-01,30
3483,1021,2023-07-01,30
3484,1021,2023-08-01,30
3485,1021,2023-09-01,30
3486,1021,2023-10-01,30
3487,1021,2023-11-01,30
3488,1021,2023-12-01,30
3489,1021,2024-01-01,30
3490,1021,2024-02-01,30
3491,1021,2024-03-01,30
3492,1021,2024-04-01,30
3493,1021,2024-05-01,30
3494,1021,2024-06-01,30
3495,1021,2024-07-01,30
3496,1021,2024-08-01,30
3497,1021,2024-09-01,30
3498,1021,2024-10-01,30
3499,1021,2024-11-01,30
3500,1021,2024-12-01,30
3501,1021,2025-01-01,30
3502,1022,2022-08-01,20
3503,1022,2022-09-01,20
3504,1022,2022-10-01,20
3505,1022,2022-11-01,20
3506,1022,2022-12-01,20
3507,1022,2023-01-01,20
3508,1022,2023-02-01,20
3509,1022,2023-03-01,20
3510,1022,2023-04-01,20
3511,1022,2023-05-01,20
3512,1022,2023-06-01,20
3513,1022,2023-07-01,20
3514,1022,2023-08-01,20
3515,1022,2023-09-01,20
3516,1022,2023-10-01,20
3517,1022,2023-11-01,20
3518,1022,2023-12-01,20
3519,1022,2024-01-01,20
3520,1022,2024-02-01,20
3521,1022,2024-03-01,20
3522,1022,2024-04-01,20
3523,1022,2024-05-01,20
3524,1022,2024-06-01,20
3525,1022,2024-07-01,20
3526,1022,2024-08-01,20
3527,1022,2024-09-01,20
3528,1022,2024-10-01,20
3529,1022,2024-11-01,20
3530,1022,2024-12-01,20
3531,1022,2025-01-01,20
3532,1023,2024-02-01,50
3533,1023,2024-03-01,50
3534,1023,2024-04-01,50
3535,1023,2024-05-01,50
3536,1023,2024-06-01,50
3537,1023,2024-07-01,50
3538,1023,2024-08-01,50
3539,1023,2024-09-01,50
3540,1023,2024-10-01,50
3541,1023,2024-11-01,50
3542,1023,2024-12-01,50
3543,1023,2025-01-01,50
3544,1024,2023-06-01,30
3545,1024,2023-07-01,30
3546,1024,2023-08-01,30
3547,1024,2023-09-01,30
3548,1024,2023-10-01,30
3549,1024,2023-11-01,30
3550,1024,2023-12-01,30
3551,1024,2024-01-01,30
3552,1024,2024-02-01,30
3553,1024,2024-03-01,30
3554,1024,2024-04-01,30
3555,1024,2024-05-01,30
3556,1024,2024-06-01,30
3557,1024,2024-07-01,30
3558,1024,2024-08-01,30
3559,1024,2024-09-01,30
3560,1024,2024-10-01,30
3561,1024,2024-11-01,30
3562,1024,2024-12-01,30
3563,1024,2025-01-01,30
3564,1025,2025-01-01,30
3565,1026,2024-12-01,30
3566,1026,2025-01-01,30
3567,1027,2020-10-01,50
3568,1027,2020-11-01,50
3569,1027,2020-12-01,50
3570,1027,2021-01-01,50
3571,1027,2021-02-01,50
3572,1027,2021-03-01,50
3573,1027,2021-04-01,50
3574,1027,2021-05-01,50
3575,1027,2021-06-01,50
3576,1027,2021-07-01,50
3577,1027,2021-08-01,50
3578,1027,2021-09-01,50
3579,1027,2021-10-01,50
3580,1027,2021-11-01,50
3581,1027,2021-12-01,50
3582,1027,2022-01-01,50
3583,1027,2022-02-01,50
3584,1027,2022-03-01,50
3585,1027,2022-04-01,50
3586,1027,2022-05-01,50
3587,1027,2022-06-01,50
3588,1027,2022-07-01,50
3589,1027,2022-08-01,50
3590,1027,2022-09-01,50
3591,1027,2022-10-01,50
3592,1027,2022-11-01,50
3593,1027,2022-12-01,50
3594,1027,2023-01-01,50
3595,1027,2023-02-01,50
3596,1027,2023-03-01,50
3597,1027,2023-04-01,50
3598,1027,2023-05-01,50
3599,1027,2023-06-01,50
3600,1027,2023-07-01,50
3601,1027,2023-08-01,50
3602,1027,2023-09-01,50
3603,1027,2023-10-01,50
3604,1027,2023-11-01,50
3605,1027,2023-12-01,50
3606,1027,2024-01-01,50
3607,1027,2024-02-01,50
3608,1027,2024-03-01,50
3609,1027,2024-04-01,50
3610,1027,2024-05-01,50
3611,1027,2024-06-01,50
3612,1027,2024-07-01,50
3613,1027,2024-08-01,50
3614,1027,2024-09-01,50
3615,1027,2024-10-01,50
3616,1027,2024-11-01,50
3617,1027,2024-12-01,50
3618,1027,2025-01-01,50
3619,1028,2024-05-01,20
3620,1028,2024-06-01,20
3621,1028,2024-07-01,20
3622,1028,2024-08-01,20
3623,1028,2024-09-01,20
3624,1028,2024-10-01,20
3625,1028,2024-11-01,20
3626,1028,2024-12-01,20
3627,1028,2025-01-01,20
3628,1029,2022-04-01,20
3629,1029,2022-05-01,20
3630,1029,2022-06-01,20
3631,1029,2022-07-01,20
3632,1029,2022-08-01,20
3633,1029,2022-09-01,20
3634,1029,2022-10-01,20
3635,1029,2022-11-01,20
3636,1029,2022-12-01,20
3637,1029,2023-01-01,20
3638,1029,2023-02-01,20
3639,1029,2023-03-01,20
3640,1029,2023-04-01,20
3641,1029,2023-05-01,20
3642,1029,2023-06-01,20
3643,1029,2023-07-01,20
3644,1029,2023-08-01,20
3645,1029,2023-09-01,20
3646,1029,2023-10-01,20
3647,1029,2023-11-01,20
3648,1029,2023-12-01,20
3649,1029,2024-01-01,20
3650,1029,2024-02-01,20
3651,1029,2024-03-01,20
3652,1029,2024-04-01,20
3653,1029,2024-05-01,20
3654,1029,2024-06-01,20
3655,1029,2024-07-01,20
3656,1029,2024-08-01,20
3657,1029,2024-09-01,20
3658,1029,2024-10-01,20
3659,1029,2024-11-01,20
3660,1029,2024-12-01,20
3661,1029,2025-01-01,20
3662,1030,2020-10-01,20
3663,1030,2020-11-01,20
3664,1030,2020-12-01,20
3665,1030,2021-01-01,20
3666,1030,2021-02-01,20
3667,1030,2021-03-01,20
3668,1030,2021-04-01,20
3669,1030,2021-05-01,20
3670,1030,2021-06-01,20
3671,1030,2021-07-01,20
3672,1030,2021-08-01,20
3673,1030,2021-09-01,20
3674,1030,2021-10-01,20
3675,1030,2021-11-01,20
3676,1030,2021-12-01,20
3677,1030,2022-01-01,20
3678,1030,2022-02-01,20
3679,1030,2022-03-01,20
3680,1030,2022-04-01,20
3681,1030,2022-05-01,20
3682,1030,2022-06-01,20
3683,1030,2022-07-01,20
3684,1030,2022-08-01,20
3685,1030,2022-09-01,20
3686,1030,2022-10-01,20
3687,1030,2022-11-01,20
3688,1030,2022-12-01,20
3689,1030,2023-01-01,20
3690,1030,2023-02-01,20
3691,1030,2023-03-01,20
3692,1030,2023-04-01,20
3693,1030,2023-05-01,20
3694,1030,2023-06-01,20
3695,1030,2023-07-01,20
3696,1030,2023-08-01,20
3697,1030,2023-09-01,20
3698,1030,2023-10-01,20
3699,1030,2023-11-01,20
3700,1030,2023-12-01,20
3701,1030,2024-01-01,20
3702,1030,2024-02-01,20
3703,1030,2024-03-01,20
3704,1030,2024-04-01,20
3705,1030,2024-05-01,20
3706,1030,2024-06-01,20
3707,1030,2024-07-01,20
3708,1030,2024-08-01,20
3709,1030,2024-09-01,20
3710,1030,2024-10-01,20
3711,1030,2024-11-01,20
3712,1030,2024-12-01,20
3713,1030,2025-01-01,20
3714,1031,2022-04-01,20
3715,1031,2022-05-01,20
3716,1031,2022-06-01,20
3717,1031,2022-07-01,20
3718,1031,2022-08-01,20
3719,1031,2022-09-01,20
3720,1031,2022-10-01,20
3721,1031,2022-11-01,20
3722,1031,2022-12-01,20
3723,1031,2023-01-01,20
3724,1031,2023-02-01,20
3725,1031,2023-03-01,20
3726,1031,2023-04-01,20
3727,1031,2023-05-01,20
3728,1031,2023-06-01,20
3729,1031,2023-07-01,20
3730,1031,2023-08-01,20
3731,1031,2023-09-01,20
3732,1031,2023-10-01,20
3733,1031,2023-11-01,20
3734,1031,2023-12-01,20
3735,1031,2024-01-01,20
3736,1031,2024-02-01,20
3737,1031,2024-03-01,20
3738,1031,2024-04-01,20
3739,1031,2024-05-01,20
3740,1031,2024-06-01,20
3741,1031,2024-07-01,20
3742,1031,2024-08-01,20
3743,1031,2024-09-01,20
3744,1031,2024-10-01,20
3745,1031,2024-11-01,20
3746,1031,2024-12-01,20
3747,1031,2025-01-01,20
3748,1032,2023-09-01,50
3749,1032,2023-10-01,50
3750,1032,2023-11-01,50
3751,1032,2023-12-01,50
3752,1032,2024-01-01,50
3753,1032,2024-02-01,50
3754,1032,2024-03-01,50
3755,1032,2024-04-01,50
3756,1032,2024-05-01,50
3757,1032,2024-06-01,50
3758,1032,2024-07-01,50
3759,1032,2024-08-01,50
3760,1032,2024-09-01,50
3761,1033,2020-07-01,20
3762,1033,2020-08-01,20
3763,1033,2020-09-01,20
3764,1033,2020-10-01,20
3765,1033,2020-11-01,20
3766,1033,2020-12-01,20
3767,1033,2021-01-01,20
3768,1033,2021-02-01,20
3769,1033,2021-03-01,20
3770,1033,2021-04-01,20
3771,1033,2021-05-01,20
3772,1033,2021-06-01,20
3773,1033,2021-07-01,20
3774,1034,2020-05-01,50
3775,1034,2020-06-01,50
3776,1034,2020-07-01,50
3777,1034,2020-08-01,50
3778,1034,2020-09-01,50
3779,1034,2020-10-01,50
3780,1034,2020-11-01,50
3781,1034,2020-12-01,50
3782,1034,2021-01-01,50
3783,1034,2021-02-01,50
3784,1034,2021-03-01,50
3785,1034,2021-04-01,50
3786,1034,2021-05-01,50
3787,1034,2021-06-01,50
3788,1034,2021-07-01,50
3789,1034,2021-08-01,50
3790,1034,2021-09-01,50
3791,1034,2021-10-01,50
3792,1034,2021-11-01,50
3793,1034,2021-12-01,50
3794,1034,2022-01-01,50
3795,1034,2022-02-01,50
3796,1034,2022-03-01,50
3797,1034,2022-04-01,50
3798,1034,2022-05-01,50
3799,1034,2022-06-01,50
3800,1034,2022-07-01,50
3801,1034,2022-08-01,50
3802,1034,2022-09-01,50
3803,1034,2022-10-01,50
3804,1034,2022-11-01,50
3805,1034,2022-12-01,50
3806,1034,2023-01-01,50
3807,1034,2023-02-01,50
3808,1034,2023-03-01,50
3809,1034,2023-04-01,50
3810,1034,2023-05-01,50
3811,1034,2023-06-01,50
3812,1034,2023-07-01,50
3813,1034,2023-08-01,50
3814,1034,2023-09-01,50
3815,1034,2023-10-01,50
3816,1034,2023-11-01,50
3817,1034,2023-12-01,50
3818,1034,2024-01-01,50
3819,1034,2024-02-01,50
3820,1034,2024-03-01,50
3821,1034,2024-04-01,50
3822,1034,2024-05-01,50
3823,1034,2024-06-01,50
3824,1034,2024-07-01,50
3825,1034,2024-08-01,50
3826,1034,2024-09-01,50
3827,1034,2024-10-01,50
3828,1034,2024-11-01,50
3829,1034,2024-12-01,50
3830,1034,2025-01-01,50
3831,1035,2025-01-01,50
3832,1036,2022-05-01,30
3833,1036,2022-06-01,30
3834,1036,2022-07-01,30
3835,1036,2022-08-01,30
3836,1036,2022-09-01,30
3837,1036,2022-10-01,30
3838,1036,2022-11-01,30
3839,1036,2022-12-01,30
3840,1036,2023-01-01,30
3841,1036,2023-02-01,30
3842,1036,2023-03-01,30
3843,1036,2023-04-01,30
3844,1036,2023-05-01,30
3845,1036,2023-06-01,30
3846,1036,2023-07-01,30
3847,1036,2023-08-01,30
3848,1036,2023-09-01,30
3849,1036,2023-10-01,30
3850,1036,2023-11-01,30
3851,1036,2023-12-01,30
3852,1036,2024-01-01,30
3853,1036,2024-02-01,30
3854,1036,2024-03-01,30
3855,1037,2023-03-01,30
3856,1037,2023-04-01,30
3857,1037,2023-05-01,30
3858,1037,2023-06-01,30
3859,1037,2023-07-01,30
3860,1037,2023-08-01,30
3861,1037,2023-09-01,30
3862,1037,2023-10-01,30
3863,1037,2023-11-01,30
3864,1037,2023-12-01,30
3865,1037,2024-01-01,30
3866,1037,2024-02-01,30
3867,1037,2024-03-01,30
3868,1037,2024-04-01,30
3869,1037,2024-05-01,30
3870,1037,2024-06-01,30
3871,1037,2024-07-01,30
3872,1037,2024-08-01,30
3873,1037,2024-09-01,30
3874,1037,2024-10-01,30
3875,1037,2024-11-01,30
3876,1037,2024-12-01,30
3877,1037,2025-01-01,30
3878,1038,2020-12-01,20
3879,1038,2021-01-01,20
3880,1038,2021-02-01,20
3881,1038,2021-03-01,20
3882,1038,2021-04-01,20
3883,1038,2021-05-01,20
3884,1038,2021-06-01,20
3885,1038,2021-07-01,20
3886,1038,2021-08-01,20
3887,1038,2021-09-01,20
3888,1038,2021-10-01,20
3889,1038,2021-11-01,20
3890,1038,2021-12-01,20
3891,1038,2022-01-01,20
3892,1038,2022-02-01,20
3893,1038,2022-03-01,20
3894,1038,2022-04-01,20
3895,1038,2022-05-01,20
3896,1038,2022-06-01,20
3897,1038,2022-07-01,20
3898,1038,2022-08-01,20
3899,1038,2022-09-01,20
3900,1038,2022-10-01,20
3901,1038,2022-11-01,20
3902,1038,2022-12-01,20
3903,1038,2023-01-01,20
3904,1038,2023-02-01,20
3905,1038,2023-03-01,20
3906,1038,2023-04-01,20
3907,1038,2023-05-01,20
3908,1038,2023-06-01,20
3909,1038,2023-07-01,20
3910,1038,2023-08-01,20
3911,1038,2023-09-01,20
3912,1038,2023-10-01,20
3913,1038,2023-11-01,20
3914,1038,2023-12-01,20
3915,1038,2024-01-01,20
3916,1038,2024-02-01,20
3917,1038,2024-03-01,20
3918,1038,2024-04-01,20
3919,1038,2024-05-01,20
3920,1038,2024-06-01,20
3921,1038,2024-07-01,20
3922,1038,2024-08-01,20
3923,1038,2024-09-01,20
3924,1038,2024-10-01,20
3925,1038,2024-11-01,20
3926,1038,2024-12-01,20
3927,1038,2025-01-01,20
3928,1039,2022-04-01,30
3929,1039,2022-05-01,30
3930,1039,2022-06-01,30
